dataset,source,source_url,fiscal_year,cal_year,month,city,area,category,metric,value,unit,note
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-11,,,館山市,,イノシシ,被害金額,7000,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-10,,,館山市,,イノシシ,被害金額,6035,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-9,,,館山市,,イノシシ,被害金額,8318,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-8,,,館山市,,イノシシ,被害金額,5898,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-7,,,館山市,,イノシシ,被害金額,6212,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-6,,,館山市,,イノシシ,被害金額,3820,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-5,,,館山市,,イノシシ,被害金額,2882,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-4,,,館山市,,イノシシ,被害金額,1824,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-3,,,館山市,,イノシシ,被害金額,8232,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-2,,,館山市,,イノシシ,被害金額,9535,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-1,,,館山市,,イノシシ,被害金額,5066,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,0,,,館山市,,イノシシ,被害金額,5273,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,1,,,館山市,,イノシシ,被害金額,17621,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,2,,,館山市,,イノシシ,被害金額,21163,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-11,,,南房総市,,イノシシ,被害金額,61623,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-10,,,南房総市,,イノシシ,被害金額,58431,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-9,,,南房総市,,イノシシ,被害金額,47555,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-8,,,南房総市,,イノシシ,被害金額,52736,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-7,,,南房総市,,イノシシ,被害金額,52979,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-6,,,南房総市,,イノシシ,被害金額,51082,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-5,,,南房総市,,イノシシ,被害金額,29684,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-4,,,南房総市,,イノシシ,被害金額,26408,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-3,,,南房総市,,イノシシ,被害金額,31051,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-2,,,南房総市,,イノシシ,被害金額,31363,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-1,,,南房総市,,イノシシ,被害金額,17864,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,0,,,南房総市,,イノシシ,被害金額,24013,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,1,,,南房総市,,イノシシ,被害金額,23271,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,2,,,南房総市,,イノシシ,被害金額,14429,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-11,,,鴨川市,,イノシシ,被害金額,11760,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-10,,,鴨川市,,イノシシ,被害金額,14008,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-9,,,鴨川市,,イノシシ,被害金額,12850,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-8,,,鴨川市,,イノシシ,被害金額,12011,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-7,,,鴨川市,,イノシシ,被害金額,11179,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-6,,,鴨川市,,イノシシ,被害金額,10542,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-5,,,鴨川市,,イノシシ,被害金額,10537,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-4,,,鴨川市,,イノシシ,被害金額,9484,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-3,,,鴨川市,,イノシシ,被害金額,13013,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-2,,,鴨川市,,イノシシ,被害金額,17651,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-1,,,鴨川市,,イノシシ,被害金額,13451,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,0,,,鴨川市,,イノシシ,被害金額,49996,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,1,,,鴨川市,,イノシシ,被害金額,4297,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,2,,,鴨川市,,イノシシ,被害金額,9803,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-11,,,鋸南町,,イノシシ,被害金額,22037,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-10,,,鋸南町,,イノシシ,被害金額,17614,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-9,,,鋸南町,,イノシシ,被害金額,16308,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-8,,,鋸南町,,イノシシ,被害金額,17578,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-7,,,鋸南町,,イノシシ,被害金額,21563,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-6,,,鋸南町,,イノシシ,被害金額,27385,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-5,,,鋸南町,,イノシシ,被害金額,17394,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-4,,,鋸南町,,イノシシ,被害金額,11347,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-3,,,鋸南町,,イノシシ,被害金額,19952,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-2,,,鋸南町,,イノシシ,被害金額,20418,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-1,,,鋸南町,,イノシシ,被害金額,8274,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,0,,,鋸南町,,イノシシ,被害金額,14509,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,1,,,鋸南町,,イノシシ,被害金額,9779,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,2,,,鋸南町,,イノシシ,被害金額,11856,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-11,,,いすみ市,,イノシシ,被害金額,15300,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-10,,,いすみ市,,イノシシ,被害金額,15300,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-9,,,いすみ市,,イノシシ,被害金額,18700,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-8,,,いすみ市,,イノシシ,被害金額,28050,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-7,,,いすみ市,,イノシシ,被害金額,32250,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-6,,,いすみ市,,イノシシ,被害金額,31541,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-5,,,いすみ市,,イノシシ,被害金額,30226,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-4,,,いすみ市,,イノシシ,被害金額,28713,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-3,,,いすみ市,,イノシシ,被害金額,27640,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-2,,,いすみ市,,イノシシ,被害金額,27611,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-1,,,いすみ市,,イノシシ,被害金額,23262,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,0,,,いすみ市,,イノシシ,被害金額,20380,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,1,,,いすみ市,,イノシシ,被害金額,17900,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,2,,,いすみ市,,イノシシ,被害金額,25545,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-11,,,君津市,,イノシシ,被害金額,19473,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-10,,,君津市,,イノシシ,被害金額,5691,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-9,,,君津市,,イノシシ,被害金額,9893,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-8,,,君津市,,イノシシ,被害金額,8842,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-7,,,君津市,,イノシシ,被害金額,6112,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-6,,,君津市,,イノシシ,被害金額,6655,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-5,,,君津市,,イノシシ,被害金額,6869,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-4,,,君津市,,イノシシ,被害金額,23057,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-3,,,君津市,,イノシシ,被害金額,18690,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-2,,,君津市,,イノシシ,被害金額,31624,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-1,,,君津市,,イノシシ,被害金額,33409,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,0,,,君津市,,イノシシ,被害金額,31224,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,1,,,君津市,,イノシシ,被害金額,19587,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,2,,,君津市,,イノシシ,被害金額,17272,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-11,,,千葉県,,イノシシ,被害金額,179944,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-10,,,千葉県,,イノシシ,被害金額,168937,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-9,,,千葉県,,イノシシ,被害金額,165211,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-8,,,千葉県,,イノシシ,被害金額,177507,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-7,,,千葉県,,イノシシ,被害金額,201236,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-6,,,千葉県,,イノシシ,被害金額,199917,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-5,,,千葉県,,イノシシ,被害金額,167094,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-4,,,千葉県,,イノシシ,被害金額,190762,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-3,,,千葉県,,イノシシ,被害金額,210287,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-2,,,千葉県,,イノシシ,被害金額,257681,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,-1,,,千葉県,,イノシシ,被害金額,189133,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,0,,,千葉県,,イノシシ,被害金額,241183,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,1,,,千葉県,,イノシシ,被害金額,181574,千円,
chiba_boar_damage_city,千葉県 第３次第二種特定鳥獣管理計画（イノシシ）表２,https://www.pref.chiba.lg.jp/shizen/choujuu/jigyoukeikaku/documents/3inosisikeikaku.pdf,2,,,千葉県,,イノシシ,被害金額,174939,千円,
chiba_damage_city,千葉県 野生鳥獣による農作物被害状況（市町村別）,https://www.pref.chiba.lg.jp/noushin/choujuu/yuugai/documents/r1matome.pdf,1,,,館山市,,全鳥獣,被害面積,11.4,ha,
chiba_damage_city,千葉県 野生鳥獣による農作物被害状況（市町村別）,https://www.pref.chiba.lg.jp/noushin/choujuu/yuugai/documents/r1matome.pdf,1,,,館山市,,全鳥獣,被害量,58.7,t,
chiba_damage_city,千葉県 野生鳥獣による農作物被害状況（市町村別）,https://www.pref.chiba.lg.jp/noushin/choujuu/yuugai/documents/r1matome.pdf,1,,,館山市,,全鳥獣,被害金額,20841.0,千円,
chiba_damage_city,千葉県 野生鳥獣による農作物被害状況（市町村別）,https://www.pref.chiba.lg.jp/noushin/choujuu/yuugai/documents/r1matome.pdf,1,,,鴨川市,,全鳥獣,被害面積,11.7,ha,
chiba_damage_city,千葉県 野生鳥獣による農作物被害状況（市町村別）,https://www.pref.chiba.lg.jp/noushin/choujuu/yuugai/documents/r1matome.pdf,1,,,鴨川市,,全鳥獣,被害量,51.1,t,
chiba_damage_city,千葉県 野生鳥獣による農作物被害状況（市町村別）,https://www.pref.chiba.lg.jp/noushin/choujuu/yuugai/documents/r1matome.pdf,1,,,鴨川市,,全鳥獣,被害金額,11877.0,千円,
chiba_damage_city,千葉県 野生鳥獣による農作物被害状況（市町村別）,https://www.pref.chiba.lg.jp/noushin/choujuu/yuugai/documents/r1matome.pdf,1,,,南房総市,,全鳥獣,被害面積,24.8,ha,
chiba_damage_city,千葉県 野生鳥獣による農作物被害状況（市町村別）,https://www.pref.chiba.lg.jp/noushin/choujuu/yuugai/documents/r1matome.pdf,1,,,南房総市,,全鳥獣,被害量,576.4,t,
chiba_damage_city,千葉県 野生鳥獣による農作物被害状況（市町村別）,https://www.pref.chiba.lg.jp/noushin/choujuu/yuugai/documents/r1matome.pdf,1,,,南房総市,,全鳥獣,被害金額,34016.0,千円,
chiba_damage_city,千葉県 野生鳥獣による農作物被害状況（市町村別）,https://www.pref.chiba.lg.jp/noushin/choujuu/yuugai/documents/r1matome.pdf,1,,,鋸南町,,全鳥獣,被害面積,11.4,ha,
chiba_damage_city,千葉県 野生鳥獣による農作物被害状況（市町村別）,https://www.pref.chiba.lg.jp/noushin/choujuu/yuugai/documents/r1matome.pdf,1,,,鋸南町,,全鳥獣,被害量,27.3,t,
chiba_damage_city,千葉県 野生鳥獣による農作物被害状況（市町村別）,https://www.pref.chiba.lg.jp/noushin/choujuu/yuugai/documents/r1matome.pdf,1,,,鋸南町,,全鳥獣,被害金額,20024.0,千円,
chiba_damage_city,千葉県 野生鳥獣による農作物被害状況（市町村別）,https://www.pref.chiba.lg.jp/noushin/choujuu/yuugai/documents/r2matome.pdf,2,,,館山市,,全鳥獣,被害面積,16.8,ha,
chiba_damage_city,千葉県 野生鳥獣による農作物被害状況（市町村別）,https://www.pref.chiba.lg.jp/noushin/choujuu/yuugai/documents/r2matome.pdf,2,,,館山市,,全鳥獣,被害量,49.2,t,
